,company,net_output
187,MANYAVAR,0.0
188,HATSUN,480.2590637207031
189,THERMAX,816.000244140625
190,APLAPOLLO,90.8950023651123
191,ESCORTS,1023.7999954223633
192,SUMICHEM,174.8499755859375
193,NATIONALUM,73.37499618530273
194,GMRINFRA,-7.6279449462890625
195,3MINDIA,6283.45166015625
196,FORTIS,92.64997863769531
197,LALPATHLAB,1644.300048828125
198,NAM-INDIA,38.25
199,SUNDARMFIN,1151.423324584961
200,KPRMILL,432.2799553871155
201,CLEAN,0.0
202,DEVYANI,-11.099990844726562
203,POONAWALLA,53.75
204,TANLA,958.5749855041504
205,FEDERALBNK,49.90219247341156
206,RAJESHEXPO,526.6333311200142
207,MSUMI,-1.7000007629394531
208,AAVAS,517.0501708984375
209,NAVINFLUOR,3412.3097648620605
210,IEX,106.89500427246094
211,VINATIORGA,1602.5250434875488
212,ISEC,66.89996337890625
213,GICRE,-87.20001220703125
214,WHIRLPOOL,1236.1000022888184
215,L&TFH,-64.71843338012695
216,GRINDWELL,1411.024959564209
217,PFIZER,2967.1506958007812
218,EMAMILTD,304.0415496826172
219,PRESTIGE,42.19999694824219
220,LICHSGFIN,266.2800693511963
221,M&MFIN,0.180023193359375
222,PHOENIXLTD,139.75
223,SUNTV,-10.150054931640625
224,INDIANB,81.85000610351562
225,SUNDRMFAST,609.0999927520752
226,BANKINDIA,-26.750064849853516
227,JKCEMENT,1921.099868774414
228,NIACL,-11.849983215332031
229,RAMCOCEM,639.1264572143555
230,DCMSHRIRAM,407.5269922018051
231,CHAMBLFERT,57.35000514984131
232,SKFINDIA,3168.6002197265625
233,SANOFI,3762.4000549316406
234,BHEL,245.88332748413086
235,BCG,-2.8000001907348633
236,SFL,308.5750732421875
237,APTUS,0.0
238,AFFLE,488.8099670410156
239,METROBRAND,0.0
240,KPITTECH,0.0
241,BLUEDART,8623.649955749512
242,KAJARIACER,479.8048470020294
243,TIMKEN,447.04998779296875
244,CENTRALBK,25.648239135742188
245,CENTURYPLY,382.9650363922119
246,GILLETTE,2453.5000915527344
247,SUVENPHAR,-8.500030517578125
248,AJANTPHARM,989.8033056259155
249,GODREJIND,388.3440465927124
250,HAPPSTMNDS,-346.65008544921875
251,CDSL,663.0000305175781
252,ENDURANCE,65.4998779296875
253,ABSLAMC,0.0
254,AIAENG,698.8800048828125
255,NH,-27.5
256,IRB,7.240001678466797
257,CARBORUNIV,432.37498474121094
258,POWERINDIA,-323.550048828125
259,GRINFRA,0.0
260,GSPL,60.75
261,ALKYLAMINE,2876.360095024109
262,APLLTD,265.9000129699707
263,ZFCVINDIA,3005.2496337890625
264,UCOBANK,-35.299991607666016
265,NUVOCO,0.0
266,NATCOPHARM,761.2601239681244
267,BASF,2079.89990234375
