Date,Open,High,Low,Close,Adj Close,Volume
2002-08-12,38.724998474121094,40.0,38.724998474121094,39.70000076293945,28.485000610351562,212976
2002-08-13,39.75,40.38750076293945,38.875,39.162498474121094,28.099342346191406,153576
2002-08-14,39.25,39.25,35.724998474121094,36.462501525878906,26.162065505981445,822776
2002-08-15,36.462501525878906,36.462501525878906,36.462501525878906,36.462501525878906,26.162065505981445,0
2002-08-16,36.275001525878906,38.0,35.75,36.375,26.099294662475586,811856
2002-08-19,36.67499923706055,36.67499923706055,35.13750076293945,35.474998474121094,25.453527450561523,205880
2002-08-20,35.724998474121094,38.724998474121094,35.48749923706055,36.462501525878906,26.162065505981445,3773624
2002-08-21,38.474998474121094,39.20000076293945,36.525001525878906,38.25,27.444622039794922,3011064
2002-08-22,39.51250076293945,41.57500076293945,39.3125,39.900001525878906,28.628488540649414,6732480
2002-08-23,40.25,43.625,39.76250076293945,42.29999923706055,30.350500106811523,4841672
2002-08-26,42.974998474121094,43.25,41.8125,42.150001525878906,30.242900848388672,2576912
2002-08-27,42.5,44.25,40.75,41.099998474121094,29.489500045776367,3694224
2002-08-28,40.974998474121094,41.599998474121094,40.287498474121094,41.13750076293945,29.516399383544922,1674960
2002-08-29,40.88750076293945,41.875,40.75,41.13750076293945,29.516399383544922,1236544
2002-08-30,41.26250076293945,45.125,41.25,44.04999923706055,31.60614585876465,3762384
2002-09-02,44.75,45.974998474121094,44.04999923706055,44.5,31.92902374267578,2389568
2002-09-03,44.75,44.9375,42.0,42.412498474121094,30.431236267089844,986784
2002-09-04,41.875,43.75,41.38750076293945,43.337501525878906,31.09493064880371,1449856
2002-09-05,44.662498474121094,44.86249923706055,42.5,43.07500076293945,30.90658187866211,1061360
2002-09-06,43.25,43.25,41.01250076293945,41.474998474121094,29.758567810058594,907472
2002-09-09,39.5,42.6875,39.5,40.9375,29.372909545898438,880848
2002-09-10,40.9375,40.9375,40.9375,40.9375,29.372909545898438,0
2002-09-11,41.162498474121094,42.70000076293945,41.162498474121094,41.974998474121094,30.117313385009766,635936
2002-09-12,42.48749923706055,43.224998474121094,41.900001525878906,42.1875,30.269784927368164,781968
2002-09-13,40.712501525878906,42.224998474121094,40.63750076293945,40.98749923706055,29.40877914428711,338264
2002-09-16,41.375,41.599998474121094,39.875,40.1875,28.834768295288086,288592
2002-09-17,40.912498474121094,41.625,40.775001525878906,41.36249923706055,29.677852630615234,462952
2002-09-18,41.125,41.25,39.75,40.087501525878906,28.763031005859375,315432
2002-09-19,39.75,41.07500076293945,39.25,39.75,28.5208797454834,490848
2002-09-20,38.32500076293945,39.67499923706055,38.162498474121094,39.099998474121094,28.05449104309082,501072
2002-09-23,39.375,39.474998474121094,38.275001525878906,38.4375,27.579145431518555,248504
2002-09-24,38.29999923706055,38.29999923706055,36.724998474121094,37.13750076293945,26.646371841430664,267912
2002-09-25,36.275001525878906,37.75,36.0,37.42499923706055,26.852670669555664,379544
2002-09-26,38.20000076293945,38.61249923706055,37.75,38.01250076293945,27.274200439453125,178136
2002-09-27,37.88750076293945,39.0,37.88750076293945,38.474998474121094,27.606048583984375,206288
2002-09-30,37.88750076293945,38.474998474121094,36.275001525878906,37.07500076293945,26.601545333862305,202232
2002-10-01,37.25,37.75,36.125,36.76250076293945,26.377317428588867,240192
2002-10-02,36.76250076293945,36.76250076293945,36.76250076293945,36.76250076293945,26.377317428588867,0
2002-10-03,37.25,39.75,37.25,37.75,27.085857391357422,673264
2002-10-04,38.25,38.36249923706055,37.125,37.51250076293945,26.915456771850586,258296
2002-10-07,37.76250076293945,38.0,37.025001525878906,37.349998474121094,26.79884910583496,110976
2002-10-08,37.462501525878906,38.724998474121094,37.25,38.36249923706055,27.52532958984375,227352
2002-10-09,38.5,39.11249923706055,37.0625,37.38750076293945,26.825761795043945,277040
2002-10-10,38.5,38.5,36.63750076293945,37.42499923706055,26.852670669555664,173224
2002-10-11,38.474998474121094,38.9375,38.11249923706055,38.212501525878906,27.417715072631836,192536
2002-10-14,38.92499923706055,39.0,37.57500076293945,37.9375,27.220380783081055,152744
