,market_cap,symbol,full_name
924,2223406415.0,VCTR,Victory Capital Holdings Inc. Class A Common Stock
925,2220319089.0,ABCL,AbCellera Biologics Inc. Common Shares
926,2219709069.0,SJW,SJW Group Common Stock (DE)
927,2213485200.0,PAGS,PagSeguro Digital Ltd. Class A Common Shares
928,2211364657.0,BKU,BankUnited Inc. Common Stock
929,2210397874.0,PRFT,Perficient Inc. Common Stock
930,2209981332.0,FA,First Advantage Corporation Common Stock
931,2209666324.0,ICFI,ICF International Inc. Common Stock
932,2208487877.0,HCC,Warrior Met Coal Inc. Common Stock
933,2203528008.0,TGLS,Tecnoglass Inc. Ordinary Shares
934,2199193572.0,NUVA,NuVasive Inc. Common Stock
935,2196949986.0,MORF,Morphic Holding Inc. Common Stock
936,2193787334.0,OLK,Olink Holding AB (publ) American Depositary Shares
937,2193046580.0,AGTI,Agiliti Inc. Common Stock
938,2190465041.0,SONO,Sonos Inc. Common Stock
939,2187667530.0,BTE,Baytex Energy Corp Common Shares
940,2180660892.0,VTYX,Ventyx Biosciences Inc. Common Stock
941,2175706812.0,CENT,Central Garden & Pet Company Common Stock
942,2159371633.0,EVCM,EverCommerce Inc. Common Stock
943,2152807573.0,IIPR,Innovative Industrial Properties Inc. Common Stock
944,2147770321.0,TWKS,Thoughtworks Holding Inc. Common Stock
945,2139164204.0,BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026
946,2127919771.0,JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
947,2126693086.0,AKRO,Akero Therapeutics Inc. Common Stock
948,2111002100.0,HRMY,Harmony Biosciences Holdings Inc. Common Stock
949,2107242400.0,CAMT,Camtek Ltd. Ordinary Shares
950,2105619093.0,TBBK,The Bancorp Inc Common Stock
951,2089283226.0,SAGE,Sage Therapeutics Inc. Common Stock
952,2088234676.0,NOVA,Sunnova Energy International Inc. Common Stock
953,2079305476.0,SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares
954,2076790500.0,CBRL,Cracker Barrel Old Country Store Inc Common Stock
955,2072504240.0,ATEC,Alphatec Holdings Inc. Common Stock
956,2066095999.0,CTRE,CareTrust REIT Inc. Common Stock
957,2054566908.0,DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests
958,2050919467.0,INSW,International Seaways Inc. Common Stock 
959,2046867494.0,AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059
960,2044314194.0,SLVM,Sylvamo Corporation Common Stock
961,2034922084.0,VCYT,Veracyte Inc. Common Stock
962,2034230694.0,GOGO,Gogo Inc. Common Stock
963,2034027160.0,QTWO,Q2 Holdings Inc. Common Stock
964,2029868960.0,HLIO,Helios Technologies Inc. Common Stock
965,2016908024.0,ULCC,Frontier Group Holdings Inc. Common Stock
966,2015674049.0,MXL,MaxLinear Inc. Common Stock
967,2002391116.0,LAUR,Laureate Education Inc. Common Stock
968,2002142698.0,BOWL,Bowlero Corp. Class A Common Stock
969,1999310011.0,CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock
970,1982869227.0,MOMO,Hello Group Inc. American Depositary Shares
971,1980017568.0,TALO,Talos Energy Inc. Common Stock
972,1977655048.0,FUN,Cedar Fair L.P. Common Stock
973,1977462542.0,UE,Urban Edge Properties Common Shares of Beneficial Interest
974,1967700760.0,OSIS,OSI Systems Inc. Common Stock (DE)
975,1966709014.0,SIMO,Silicon Motion Technology Corporation American Depositary Shares
976,1963525513.0,NTCT,NetScout Systems Inc. Common Stock
977,1961599679.0,GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest
978,1955270866.0,MBLY,Mobileye Global Inc. Class A Common Stock
979,1952310942.0,CRGY,Crescent Energy Company Class A Common Stock
980,1950658134.0,COMP,Compass Inc. Class A Common Stock
981,1950614466.0,AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060
982,1948611266.0,PLAY,Dave & Buster's Entertainment Inc. Common Stock
983,1948489178.0,FSR,Fisker Inc. Class A Common Stock
984,1945183504.0,CVAC,CureVac N.V. Ordinary Shares
985,1944000000.0,GSAT,Globalstar Inc. Common Stock
986,1935028780.0,MTX,Minerals Technologies Inc. Common Stock
987,1930722117.0,PJT,PJT Partners Inc. Class A Common Stock
988,1929569828.0,ROCK,Gibraltar Industries Inc. Common Stock
989,1925849724.0,USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests
990,1921966497.0,GETY,Getty Images Holdings Inc. Class A Common Stock
991,1913012533.0,BVN,Buenaventura Mining Company Inc.
992,1911955175.0,SWTX,SpringWorks Therapeutics Inc. Common Stock
993,1908395187.0,GPOR,Gulfport Energy Corporation Common Shares
994,1902538878.0,CAKE,Cheesecake Factory Incorporated (The) Common Stock
995,1895600651.0,HLMN,Hillman Solutions Corp. Common Stock
996,1894428247.0,VIR,Vir Biotechnology Inc. Common Stock
997,1893429131.0,RVNC,Revance Therapeutics Inc. Common Stock
998,1882512434.0,RAMP,LiveRamp Holdings Inc. Common Stock
999,1875330964.0,BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026
1000,1872943126.0,ESTA,Establishment Labs Holdings Inc. Common Shares
1001,1866672397.0,MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043
1002,1863343396.0,JBGS,JBG SMITH Properties Common Shares 
1003,1860132786.0,CLBK,Columbia Financial Inc. Common Stock
1004,1851381704.0,CRTO,Criteo S.A. American Depositary Shares
1005,1849613203.0,IBTX,Independent Bank Group Inc Common Stock
1006,1837260576.0,SOVO,Sovos Brands Inc. Common Stock
1007,1835531097.0,STRA,Strategic Education Inc. Common Stock
1008,1830423269.0,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest
1009,1830196185.0,MRTN,Marten Transport Ltd. Common Stock
1010,1829282261.0,MYGN,Myriad Genetics Inc. Common Stock
1011,1825829543.0,DVAX,Dynavax Technologies Corporation Common Stock
1012,1825611904.0,SSTK,Shutterstock Inc. Common Stock
1013,1823403487.0,AHCO,AdaptHealth Corp. Common Stock
1014,1820301431.0,ZIP,ZipRecruiter Inc. Class A Common Stock
1015,1813852419.0,KC,Kingsoft Cloud Holdings Limited American Depositary Shares
1016,1808516713.0,HIMS,Hims & Hers Health Inc. Class A Common Stock
1017,1806580205.0,MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock
1018,1804962634.0,PI,Impinj Inc. Common Stock
1019,1788714218.0,MLNK,MeridianLink Inc. Common Stock
1020,1783662311.0,AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059
1021,1781615674.0,HURN,Huron Consulting Group Inc. Common Stock
1022,1779930202.0,CRSR,Corsair Gaming Inc. Common Stock
1023,1779626750.0,PRK,Park National Corporation Common Stock
1024,1777043182.0,CMPR,Cimpress plc Ordinary Shares (Ireland)
1025,1776185088.0,MQY,Blackrock MuniYield Quality Fund Inc. Common Stock
1026,1768522889.0,DRH,Diamondrock Hospitality Company Common Stock
1027,1743475050.0,PDFS,PDF Solutions Inc. Common Stock
1028,1743212644.0,MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046
1029,1742682402.0,SAH,Sonic Automotive Inc. Common Stock
1030,1729015067.0,VRNA,Verona Pharma plc American Depositary Share
1031,1726799383.0,VSTO,Vista Outdoor Inc. Common Stock
1032,1725387919.0,NVEE,NV5 Global Inc. Common Stock
1033,1716574438.0,IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock
1034,1713808000.0,TGH,Textainer Group Holdings Limited Common Shares
1035,1708628961.0,ENVA,Enova International Inc. Common Stock
1036,1707561617.0,CMTG,Claros Mortgage Trust Inc. Common Stock
1037,1704842408.0,WRBY,Warby Parker Inc. Class A Common Stock
1038,1702106400.0,PRO,PROS Holdings Inc. Common Stock
1039,1700817840.0,RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052
1040,1686482561.0,ERII,Energy Recovery Inc. Common Stock
1041,1686081531.0,SWI,SolarWinds Corporation Common Stock
1042,1683473519.0,DK,Delek US Holdings Inc. Common Stock
1043,1681816367.0,KAR,OPENLANE Inc. Common Stock
1044,1680570375.0,ARI,Apollo Commercial Real Estate Finance Inc
1045,1677337182.0,MIR,Mirion Technologies Inc. Class A Common Stock
1046,1672883470.0,JBI,Janus International Group Inc. Common Stock
1047,1668463175.0,CTOS,Custom Truck One Source Inc. Common Stock
1048,1666881359.0,RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056
1049,1665943598.0,GAB,Gabelli Equity Trust Inc. (The) Common Stock
1050,1665891358.0,UDMY,Udemy Inc. Common Stock
1051,1665734888.0,DADA,Dada Nexus Limited American Depositary Shares
1052,1665605872.0,TFIN,Triumph Financial Inc. Common Stock
1053,1663648466.0,HLIT,Harmonic Inc. Common Stock
1054,1662034950.0,BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest
1055,1661320126.0,LOB,Live Oak Bancshares Inc. Common Stock
1056,1657905167.0,HLF,Herbalife Ltd. Common Shares
1057,1657172362.0,SUPN,Supernus Pharmaceuticals Inc. Common Stock
1058,1648948968.0,PHR,Phreesia Inc. Common Stock
1059,1646560646.0,PGTI,PGT Innovations Inc.
1060,1645486814.0,PCRX,Pacira BioSciences Inc. Common Stock
1061,1639830000.0,PERI,Perion Network Ltd. Ordinary Shares
1062,1638708863.0,PLAB,Photronics Inc. Common Stock
1063,1638434717.0,IVT,InvenTrust Properties Corp. Common Stock
1064,1629699000.0,RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
1065,1629382927.0,FBK,FB Financial Corporation Common Stock
1066,1627219671.0,CSGS,CSG Systems International Inc. Common Stock
1067,1620152861.0,SPWR,SunPower Corporation Common Stock
1068,1617878570.0,GERN,Geron Corporation Common Stock
1069,1616697105.0,FINV,FinVolution Group American Depositary Shares
1070,1616395539.0,EYE,National Vision Holdings Inc. Common Stock
1071,1614953553.0,UCTT,Ultra Clean Holdings Inc. Common Stock
1072,1612844574.0,KN,Knowles Corporation Common Stock
1073,1612592100.0,NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares
1074,1600860863.0,RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
1075,1600103957.0,ACLX,Arcellx Inc. Common Stock
1076,1597427022.0,IMKTA,Ingles Markets Incorporated Class A Common Stock
1077,1593740566.0,CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest
1078,1592688745.0,GSBD,Goldman Sachs BDC Inc. Common Stock
1079,1590437014.0,ZNTL,Zentalis Pharmaceuticals Inc. Common Stock
1080,1589784751.0,PRCT,PROCEPT BioRobotics Corporation Common Stock
1081,1581514270.0,OSTK,Overstock.com Inc. Common Stock
1082,1581267582.0,SAFE,Safehold Inc. New Common Stock 
1083,1575587058.0,NKLA,Nikola Corporation Common Stock
1084,1573208758.0,ATUS,Altice USA Inc. Class A Common Stock
1085,1572862583.0,OPRA,Opera Limited American Depositary Shares
1086,1571475160.0,SG,Sweetgreen Inc. Class A Common Stock
1087,1571353621.0,VVX,V2X Inc. Common Stock
1088,1570109429.0,RDFN,Redfin Corporation Common Stock
1089,1569572500.0,DHT,DHT Holdings Inc.
1090,1569233052.0,NWBI,Northwest Bancshares Inc. Common Stock
1091,1564965482.0,DO,Diamond Offshore Drilling Inc. Common Stock
1092,1562675520.0,MBC,MasterBrand Inc. Common Stock
1093,1562060854.0,CMP,Compass Minerals Intl Inc Common Stock
1094,1556100917.0,VSCO,Victorias Secret & Co. Common Stock 
1095,1550374539.0,TTEC,TTEC Holdings Inc. Common Stock
1096,1546622846.0,CNNE,Cannae Holdings Inc. Common Stock
1097,1546439429.0,SPNT,SiriusPoint Ltd. Common Shares
1098,1546027358.0,ARHS,Arhaus Inc. Class A Common Stock
1099,1546011029.0,AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060
1100,1545418875.0,AIXI,XIAO-I Corporation American Depositary Shares
1101,1542701457.0,RVT,Royce Value Trust Inc. Common Stock
1102,1538000000.0,KRNT,Kornit Digital Ltd. Ordinary Shares
1103,1535054169.0,ALKT,Alkami Technology Inc. Common Stock
1104,1531425200.0,PTVE,Pactiv Evergreen Inc. Common stock
1105,1525840320.0,USPH,U.S. Physical Therapy Inc. Common Stock
1106,1524832038.0,SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025
1107,1514766780.0,USM,United States Cellular Corporation Common Stock
1108,1514430106.0,ROAD,Construction Partners Inc. Class A Common Stock
1109,1514148550.0,AMLX,Amylyx Pharmaceuticals Inc. Common Stock
1110,1511423573.0,LMND,Lemonade Inc. Common Stock
1111,1507703533.0,PLUS,ePlus inc. Common Stock
1112,1507399750.0,JELD,JELD-WEN Holding Inc. Common Stock
1113,1496852000.0,ZUO,Zuora Inc. Class A Common Stock
1114,1496113316.0,FOR,Forestar Group Inc Common Stock 
1115,1495946737.0,PLMR,Palomar Holdings Inc. Common stock
1116,1493165828.0,NUS,Nu Skin Enterprises Inc. Common Stock
1117,1492255020.0,RYI,Ryerson Holding Corporation Common Stock
1118,1492224898.0,COCO,The Vita Coco Company Inc. Common Stock
1119,1490779061.0,DGII,Digi International Inc. Common Stock
1120,1488101067.0,SPHR,Sphere Entertainment Co. Class A Common Stock
1121,1487090399.0,SEMR,SEMrush Holdings Inc. Class A Common Stock
1122,1486721138.0,RLAY,Relay Therapeutics Inc. Common Stock
1123,1483094488.0,CIM,Chimera Investment Corporation Common Stock
1124,1481895117.0,CPRX,Catalyst Pharmaceuticals Inc. Common Stock
1125,1479092974.0,SMMT,Summit Therapeutics Inc. Common Stock 
1126,1477337425.0,AGIO,Agios Pharmaceuticals Inc. Common Stock
1127,1473175601.0,ECVT,Ecovyst Inc. Common Stock
1128,1471148633.0,NAPA,The Duckhorn Portfolio Inc. Common Stock
1129,1469573974.0,AFYA,Afya Limited Class A Common Shares
1130,1467951251.0,ADUS,Addus HomeCare Corporation Common Stock
1131,1465219800.0,ARCO,Arcos Dorados Holdings Inc. Class A Shares
1132,1463149532.0,BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock
1133,1461075711.0,SNDX,Syndax Pharmaceuticals Inc. Common Stock
1134,1456367460.0,UFPT,UFP Technologies Inc. Common Stock
1135,1454801042.0,RCUS,Arcus Biosciences Inc. Common Stock
1136,1452362800.0,SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands)
1137,1451019164.0,BCRX,BioCryst Pharmaceuticals Inc. Common Stock
1138,1449990991.0,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest
1139,1448775124.0,XNCR,Xencor Inc. Common Stock
1140,1448716500.0,DAC,Danaos Corporation Common Stock
1141,1448492523.0,PFS,Provident Financial Services Inc Common Stock
1142,1444416276.0,VKTX,Viking Therapeutics Inc. Common Stock
1143,1443052421.0,FNA,Paragon 28 Inc. Common Stock
1144,1442879369.0,PRME,Prime Medicine Inc. Common Stock
1145,1441329183.0,TTMI,TTM Technologies Inc. Common Stock
1146,1434186096.0,CASH,Pathward Financial Inc. Common Stock
1147,1431979441.0,LADR,Ladder Capital Corp Class A Common Stock
1148,1430640113.0,RCKT,Rocket Pharmaceuticals Inc. Common Stock
1149,1430466807.0,GBX,Greenbrier Companies Inc. (The) Common Stock
1150,1428105304.0,TWST,Twist Bioscience Corporation Common Stock
1151,1426569876.0,TMCI,Treace Medical Concepts Inc. Common Stock
1152,1423711620.0,AEHR,Aehr Test Systems Common Stock
1153,1422488085.0,RVLV,Revolve Group Inc. Class A Common Stock
1154,1422239140.0,VECO,Veeco Instruments Inc. Common Stock
1155,1421977100.0,CMRE,Costamare Inc. Common Stock $0.0001 par value
1156,1421542701.0,CHEF,The Chefs' Warehouse Inc. Common Stock
1157,1418460326.0,ELME,Elme Communities Common Stock
1158,1417841173.0,ESRT,Empire State Realty Trust Inc. Class A Common Stock
1159,1408059399.0,FBNC,First Bancorp Common Stock
1160,1407776525.0,MATW,Matthews International Corporation Class A Common Stock
1161,1402877933.0,TLRY,Tilray Brands Inc. Common Stock 
1162,1396303827.0,LMAT,LeMaitre Vascular Inc. Common Stock
1163,1389903993.0,DFIN,Donnelley Financial Solutions Inc. Common Stock 
1164,1389379878.0,XHR,Xenia Hotels & Resorts Inc. Common Stock
1165,1387667500.0,KEN,Kenon Holdings Ltd. Ordinary Shares
1166,1382689775.0,UPWK,Upwork Inc. Common Stock
1167,1381993884.0,VZIO,VIZIO Holding Corp. Class A Common Stock
1168,1381449136.0,HESM,Hess Midstream LP Class A Share
1169,1378609555.0,MMI,Marcus & Millichap Inc. Common Stock
1170,1373434252.0,SCHL,Scholastic Corporation Common Stock
1171,1365360426.0,DEA,Easterly Government Properties Inc. Common Stock
1172,1360056768.0,AAT,American Assets Trust Inc. Common Stock
1173,1348965800.0,PX,P10 Inc. Class A Common Stock
1174,1343635410.0,UZD,United States Cellular Corporation 6.250% Senior Notes due 2069
1175,1342012219.0,HTLD,Heartland Express Inc. Common Stock
1176,1338375970.0,PAY,Paymentus Holdings Inc. Class A Common Stock
1177,1338181146.0,SABR,Sabre Corporation Common Stock
1178,1328569081.0,MBIN,Merchants Bancorp Common Stock
1179,1315146763.0,MCRI,Monarch Casino & Resort Inc. Common Stock
1180,1302368938.0,RC,Ready Capital Corproation Common Stock
1181,1301873289.0,SGH,SMART Global Holdings Inc. Ordinary Shares
1182,1299685850.0,BHVN,Biohaven Ltd. Common Shares 
1183,1292722865.0,NBHC,National Bank Holdings Corporation Common Stock
1184,1289563708.0,CHGG,Chegg Inc. Common Stock
1185,1288667679.0,EAF,GrafTech International Ltd. Common Stock
1186,1288075600.0,OEC,Orion S.A. Common Shares
1187,1287453204.0,TH,Target Hospitality Corp. Common Stock
1188,1285537466.0,OPAL,OPAL Fuels Inc. Class A Common Stock
1189,1283533822.0,KFRC,Kforce Inc. Common Stock
1190,1282409000.0,ADEA,Adeia Inc. Common Stock
1191,1281798101.0,DH,Definitive Healthcare Corp. Class A Common Stock
1192,1280410191.0,ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029
1193,1279332192.0,CLMT,Calumet Specialty Products Partners L.P. Common Units
1194,1276758891.0,AMWD,American Woodmark Corporation Common Stock
1195,1276691416.0,NAAS,NaaS Technology Inc. American Depositary Shares
1196,1264797945.0,FDP,Fresh Del Monte Produce Inc. Common Stock
1197,1262617336.0,LNZA,LanzaTech Global Inc. Common Stock
1198,1258306518.0,EH,EHang Holdings Limited ADS
1199,1255675661.0,PTLO,Portillo's Inc. Class A Common Stock
1200,1254320871.0,AIV,Apartment Investment and Management Company Common Stock
1201,1248468934.0,SSYS,Stratasys Ltd. Ordinary Shares (Israel)
1202,1247283122.0,OLO,Olo Inc. Class A Common Stock
1203,1246738362.0,KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests
1204,1245258612.0,JBSS,John B. Sanfilippo & Son Inc. Common Stock
1205,1242744000.0,TNK,Teekay Tankers Ltd.
1206,1242287222.0,MODN,Model N Inc. Common Stock
1207,1241647741.0,KROS,Keros Therapeutics Inc. Common Stock
1208,1240905299.0,IDYA,IDEAYA Biosciences Inc. Common Stock
1209,1235094138.0,AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares)
1210,1232416652.0,VERV,Verve Therapeutics Inc. Common Stock
1211,1224898934.0,HMN,Horace Mann Educators Corporation Common Stock
1212,1223734613.0,MNKD,MannKind Corporation Common Stock
1213,1221773460.0,NIC,Nicolet Bankshares Inc. Common Stock
1214,1220915675.0,HIMX,Himax Technologies Inc. American Depositary Shares
1215,1219643417.0,CTKB,Cytek Biosciences Inc. Common Stock
1216,1214452344.0,EVBG,Everbridge Inc. Common Stock
1217,1214208514.0,UNFI,United Natural Foods Inc. Common Stock
1218,1213941526.0,MNTK,Montauk Renewables Inc. Common Stock
1219,1210756191.0,CMCO,Columbus McKinnon Corporation Common Stock
1220,1209863691.0,DNOW,NOW Inc. Common Stock
1221,1209258770.0,EWCZ,European Wax Center Inc. Class A Common Stock
1222,1207921806.0,KYMR,Kymera Therapeutics Inc. Common Stock
1223,1206958848.0,MBUU,Malibu Boats Inc. Class A Common Stock
1224,1206135620.0,MEG,Montrose Environmental Group Inc. Common Stock
1225,1199746710.0,FIGS,FIGS Inc. Class A Common Stock
1226,1199058227.0,SNCY,Sun Country Airlines Holdings Inc. Common Stock
1227,1197191074.0,ARVN,Arvinas Inc. Common Stock
1228,1195993139.0,CCF,Chase Corporation Common Stock
1229,1195969709.0,STER,Sterling Check Corp. Common Stock
1230,1192836480.0,UZF,United States Cellular Corporation 5.500% Senior Notes due 2070
1231,1189796035.0,NTST,NetSTREIT Corp. Common Stock
1232,1187753370.0,UZE,United States Cellular Corporation 5.500% Senior Notes due 2070
1233,1187468058.0,MRUS,Merus N.V. Common Shares
1234,1186624065.0,NMRK,Newmark Group Inc. Class A Common Stock
1235,1182798864.0,ACHR,Archer Aviation Inc. Class A Common Stock
1236,1178771889.0,LPG,Dorian LPG Ltd. Common Stock
1237,1176760493.0,GEL,Genesis Energy L.P. Common Units
1238,1172504108.0,FBRT,Franklin BSP Realty Trust Inc. Common Stock
1239,1171697138.0,REPL,Replimune Group Inc. Common Stock
1240,1168098648.0,TASK,TaskUs Inc. Class A Common Stock
1241,1166397474.0,CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share
1242,1166301330.0,AGRO,Adecoagro S.A. Common Shares
1243,1165285897.0,KYN,Kayne Anderson Energy Infrastructure Fund Inc.
1244,1164589770.0,ADPT,Adaptive Biotechnologies Corporation Common Stock
1245,1161991582.0,VBTX,Veritex Holdings Inc. Common Stock
1246,1161523173.0,ETNB,89bio Inc. Common Stock
1247,1157922194.0,EB,Eventbrite Inc. Class A Common Stock
1248,1156922925.0,PUMP,ProPetro Holding Corp. Common Stock
1249,1156759338.0,FREY,FREYR Battery Ordinary Shares
1250,1152418682.0,ATEN,A10 Networks Inc. Common Stock
1251,1152412533.0,MNRO,Monro Inc. Common Stock
1252,1151448171.0,AVPT,AvePoint Inc. Class A Common Stock
1253,1149019806.0,LESL,Leslie's Inc. Common Stock
1254,1147359133.0,FLGT,Fulgent Genetics Inc. Common Stock
1255,1143950695.0,GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests
1256,1143548828.0,YEXT,Yext Inc. Common Stock
1257,1143499146.0,NBR,Nabors Industries Ltd.
1258,1142913132.0,FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock
1259,1138203545.0,AVNS,Avanos Medical Inc. Common Stock
1260,1132955779.0,RXST,RxSight Inc. Common Stock
1261,1132103631.0,PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
1262,1131749386.0,TRS,TriMas Corporation Common Stock
1263,1131673040.0,PGRE,Paramount Group Inc. Common Stock
1264,1126246211.0,KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062
1265,1121802427.0,HCCI,Heritage-Crystal Clean Inc. Common Stock
1266,1121543852.0,GNL,Global Net Lease Inc. Common Stock
1267,1121531688.0,BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest
1268,1114535494.0,SANA,Sana Biotechnology Inc. Common Stock
1269,1110564155.0,SPCE,Virgin Galactic Holdings Inc. Common Stock
1270,1110348352.0,BZH,Beazer Homes USA Inc. Common Stock
1271,1110284417.0,GES,Guess? Inc. Common Stock
1272,1101665725.0,WNC,Wabash National Corporation Common Stock
1273,1096267162.0,ASTE,Astec Industries Inc. Common Stock
1274,1092926439.0,PTGX,Protagonist Therapeutics Inc. Common Stock
1275,1091345548.0,IRBT,iRobot Corporation Common Stock
1276,1089886959.0,ICHR,Ichor Holdings Ordinary Shares
1277,1088452232.0,FWRG,First Watch Restaurant Group Inc. Common Stock
1278,1083193602.0,ALHC,Alignment Healthcare Inc. Common Stock
1279,1082738038.0,ASIX,AdvanSix Inc. Common Stock 
1280,1081115300.0,SKIN,The Beauty Health Company Class A Common Stock
1281,1079040814.0,SCCB,Sachem Capital Corp. 7.125% Notes due 2024
1282,1078873655.0,CLNE,Clean Energy Fuels Corp. Common Stock
1283,1066957240.0,ACCD,Accolade Inc. Common Stock
1284,1066898729.0,SAFT,Safety Insurance Group Inc. Common Stock
1285,1065600574.0,TRMR,Tremor International Ltd. American Depository Shares
1286,1062375176.0,KRUS,Kura Sushi USA Inc. Class A Common Stock
1287,1058912721.0,SCCC,Sachem Capital Corp. 7.75% Notes due 2025
1288,1056232182.0,MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock
1289,1054019261.0,NXRT,NexPoint Residential Trust Inc. Common Stock
1290,1048406731.0,SACC,Sachem Capital Corp. 6.875% Notes due 2024
1291,1041235692.0,DCPH,Deciphera Pharmaceuticals Inc. Common Stock
1292,1040523465.0,VALN,Valneva SE American Depositary Shares
1293,1038526005.0,EIG,Employers Holdings Inc Common Stock
1294,1029598385.0,STEM,Stem Inc. Class A Common Stock
1295,1027731923.0,NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
1296,1026792442.0,ARLO,Arlo Technologies Inc. Common Stock
1297,1023932788.0,AVID,Avid Technology Inc. Common Stock
1298,1022989934.0,WTTR,Select Water Solutions Inc. Class A common stock
1299,1022208588.0,GRND,Grindr Inc. Common Stock
1300,1019277888.0,BYND,Beyond Meat Inc. Common Stock
1301,1017703426.0,RYTM,Rhythm Pharmaceuticals Inc. Common Stock
1302,1015150475.0,CRNX,Crinetics Pharmaceuticals Inc. Common Stock
1303,1013422574.0,EFXT,Enerflex Ltd Common Shares
1304,1013349886.0,PLRX,Pliant Therapeutics Inc. Common Stock
1305,1012263493.0,PUBM,PubMatic Inc. Class A Common Stock
1306,1011455941.0,XPOF,Xponential Fitness Inc. Class A Common Stock
1307,1011079116.0,SLCA,U.S. Silica Holdings Inc. Common Stock
1308,1010821290.0,AMSF,AMERISAFE Inc. Common Stock
1309,1010757673.0,INFN,Infinera Corporation Common Stock
1310,1008285150.0,AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061
1311,1007526384.0,WT,WisdomTree Inc. Common Stock
1312,1006419124.0,MOR,MorphoSys AG American Depositary Shares
1313,1006076130.0,TMST,TimkenSteel Corporation Common Shares
1314,1004366056.0,GDOT,Green Dot Corporation Class A Common Stock $0.001 par value
1315,998404571.0,IBRX,ImmunityBio Inc. Common Stock
1316,994789139.0,ROVR,Rover Group Inc. Class A Common Stock
1317,991590648.0,NOAH,Noah Holdings Limited
1318,988464395.0,SCCG,Sachem Capital Corp. 8.00% Notes due 2027
1319,983318711.0,INNV,InnovAge Holding Corp. Common Stock
1320,982426123.0,UMH,UMH Properties Inc. Common Stock
1321,980840431.0,MIRM,Mirum Pharmaceuticals Inc. Common Stock
1322,978952156.0,PLYM,Plymouth Industrial REIT Inc. Common Stock
1323,974406894.0,WRLD,World Acceptance Corporation Common Stock
1324,972044549.0,KIDS,OrthoPediatrics Corp. Common Stock
1325,971997456.0,BRSP,BrightSpire Capital Inc. Class A Common Stock
1326,971404674.0,OTLY,Oatly Group AB American Depositary Shares
1327,967557656.0,ACEL,Accel Entertainment Inc. 
1328,967486839.0,MTTR,Matterport Inc. Class A Common Stock
1329,965362610.0,OM,Outset Medical Inc. Common Stock
1330,965235155.0,AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock
1331,962330040.0,DAWN,Day One Biopharmaceuticals Inc. Common Stock
1332,962188090.0,BTZ,BlackRock Credit Allocation Income Trust
1333,961809540.0,PNT,POINT Biopharma Global Inc. Common Stock
1334,960460092.0,SCCF,Sachem Capital Corp. 7.125% Notes due 2027
1335,955917970.0,UAN,CVR Partners LP Common Units representing Limited Partner Interests
1336,954402164.0,XMTR,Xometry Inc. Class A Common Stock
