,market_cap,symbol,full_name
0,3080151321000.0,AAPL,Apple Inc. Common Stock
1,2514009150613.0,MSFT,Microsoft Corporation Common Stock
2,1677123090000.0,GOOG,Alphabet Inc. Class C Capital Stock
3,1671701220000.0,GOOGL,Alphabet Inc. Class A Common Stock
4,1356521361090.0,AMZN,Amazon.com Inc. Common Stock
5,1154725000000.0,NVDA,NVIDIA Corporation Common Stock
6,845679085787.0,TSLA,Tesla Inc. Common Stock
7,834118022426.0,META,Meta Platforms Inc. Class A Common Stock
8,523067634639.0,TSM,Taiwan Semiconductor Manufacturing Company Ltd.
9,372468158089.0,MA,Mastercard Incorporated Common Stock
10,371330200565.0,AVGO,Broadcom Inc. Common Stock
11,312738385470.0,ORCL,Oracle Corporation Common Stock
12,283461195180.0,ASML,ASML Holding N.V. New York Registry Shares
13,266143146500.0,ABBV,AbbVie Inc. Common Stock
14,257986385118.0,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share
15,242592669000.0,ADBE,Adobe Inc. Common Stock
16,219734400000.0,CRM,Salesforce Inc. Common Stock
17,212269779294.0,CSCO,Cisco Systems Inc. Common Stock (DE)
18,209188923098.0,ACN,Accenture plc Class A Ordinary Shares (Ireland)
19,207936421000.0,SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) 
20,188683023641.0,NFLX,Netflix Inc. Common Stock
21,166643190000.0,TBC,AT&T Inc. 5.625% Global Notes due 2067
22,161376155362.0,UPS,United Parcel Service Inc. Common Stock
23,159780150000.0,TBB,AT&T Inc. 5.350% Global Notes due 2066
24,144240720000.0,QCOM,QUALCOMM Incorporated Common Stock
25,143345768108.0,INTU,Intuit Inc. Common Stock
26,127582824761.0,AMAT,Applied Materials Inc. Common Stock
27,126298777024.0,AMGN,Amgen Inc. Common Stock
28,125865295041.0,HDB,HDFC Bank Limited Common Stock
29,117905107296.0,PDD,PDD Holdings Inc. American Depositary Shares
30,117430636358.0,GS,Goldman Sachs Group Inc. (The) Common Stock
31,116186160000.0,NOW,ServiceNow Inc. Common Stock
32,116073000000.0,SBUX,Starbucks Corporation Common Stock
33,114727842028.0,ISRG,Intuitive Surgical Inc. Common Stock
34,114447808000.0,RYAAY,Ryanair Holdings plc American Depositary Shares
35,110575758693.0,BLK,BlackRock Inc. Common Stock
36,107548667454.0,RIO,Rio Tinto Plc Common Stock
37,98047598657.0,ABNB,Airbnb Inc. Class A Common Stock
38,97427039579.0,UBER,Uber Technologies Inc. Common Stock
39,96894410277.0,LRCX,Lam Research Corporation Common Stock
40,95871527677.0,GILD,Gilead Sciences Inc. Common Stock
41,91186143980.0,VRTX,Vertex Pharmaceuticals Incorporated Common Stock
42,87755095386.0,ZTS,Zoetis Inc. Class A Common Stock
43,84459588601.0,SHOP,Shopify Inc. Class A Subordinate Voting Shares
44,83435217583.0,BTI,British American Tobacco  Industries p.l.c. Common Stock ADR
45,81854820509.0,REGN,Regeneron Pharmaceuticals Inc. Common Stock
46,77019600000.0,UBS,UBS Group AG Registered Ordinary Shares
47,75195612850.0,HCA,HCA Healthcare Inc. Common Stock
48,74571704202.0,EQIX,Equinix Inc. Common Stock REIT
49,74174209185.0,BX,Blackstone Inc. Common Stock
50,72563460886.0,GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares)
51,71734894361.0,CME,CME Group Inc. Class A Common Stock
52,70110010911.0,KLAC,KLA Corporation Common Stock
53,68608746055.0,SNPS,Synopsys Inc. Common Stock
54,67916062500.0,AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares
55,66270630219.0,VMW,Vmware Inc. Common stock Class A
56,64637476087.0,RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
57,64491605148.0,EL,Estee Lauder Companies Inc. (The) Common Stock
58,64457483105.0,ICE,Intercontinental Exchange Inc. Common Stock
59,64375313360.0,STLA,Stellantis N.V. Common Shares
60,63693237965.0,JD,JD.com Inc. American Depositary Shares
61,62408460770.0,RACE,Ferrari N.V. Common Shares
62,62046454779.0,NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares)
63,61505322727.0,MELI,MercadoLibre Inc. Common Stock
64,60303064550.0,FTNT,Fortinet Inc. Common Stock
65,57569794544.0,NXPI,NXP Semiconductors N.V. Common Stock
66,56977097000.0,SNOW,Snowflake Inc. Class A Common Stock
67,56866360320.0,BN,Brookfield Corporation Class A Limited Voting Shares
68,56543750683.0,ORLY,O'Reilly Automotive Inc. Common Stock
69,54309688313.0,BIDU,Baidu Inc. ADS
70,54072087797.0,ING,ING Group N.V. Common Stock
71,52766120797.0,CMG,Chipotle Mexican Grill Inc. Common Stock
72,52486016022.0,ROP,Roper Technologies Inc. Common Stock
73,52353196399.0,GM,General Motors Company Common Stock
74,51346468354.0,DXCM,DexCom Inc. Common Stock
75,51139379729.0,CTAS,Cintas Corporation Common Stock
76,50775253659.0,MCHP,Microchip Technology Incorporated Common Stock
77,49411671355.0,CARR,Carrier Global Corporation Common Stock 
78,49298178744.0,ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share)
79,48618679098.0,TDG,Transdigm Group Incorporated Common Stock
80,47916771935.0,RSG,Republic Services Inc. Common Stock
81,47909754628.0,MET,MetLife Inc. Common Stock
82,47399624074.0,SQ,Block Inc. Class A Common Stock
83,46885348600.0,ODFL,Old Dominion Freight Line Inc. Common Stock
84,46578448101.0,ANET,Arista Networks Inc. Common Stock
85,46092022059.0,LULU,lululemon athletica inc. Common Stock
86,45883468522.0,IDXX,IDEXX Laboratories Inc. Common Stock
87,45616252086.0,PAYX,Paychex Inc. Common Stock
88,45270558624.0,LVS,Las Vegas Sands Corp. Common Stock
89,45234300403.0,MRNA,Moderna Inc. Common Stock
90,45212143649.0,BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit
91,44216438270.0,TTD,The Trade Desk Inc. Class A Common Stock
92,44063785197.0,LI,Li Auto Inc. American Depositary Shares
93,43859687000.0,MRVL,Marvell Technology Inc. Common Stock
94,43808550418.0,COF,Capital One Financial Corporation Common Stock
95,42469503000.0,ALC,Alcon Inc. Ordinary Shares
96,42433984488.0,NIMC,NiSource Inc Series A Corporate Units
97,42230862843.0,CPRT,Copart Inc. (DE) Common Stock
98,41961935297.0,IQV,IQVIA Holdings Inc. Common Stock
99,40317546470.0,HLT,Hilton Worldwide Holdings Inc. Common Stock 
100,39908410220.0,CTVA,Corteva Inc. Common Stock 
101,39776867852.0,ROST,Ross Stores Inc. Common Stock
102,39148865498.0,KMI,Kinder Morgan Inc. Common Stock
103,38992520477.0,DOW,Dow Inc. Common Stock 
104,38754260887.0,LNG,Cheniere Energy Inc. Common Stock
105,38260279167.0,DELL,Dell Technologies Inc. Class C Common Stock 
106,37729503598.0,PLTR,Palantir Technologies Inc. Class A Common Stock
107,37377715091.0,DG,Dollar General Corporation Common Stock
108,37232119590.0,A,Agilent Technologies Inc. Common Stock
109,36894058949.0,CRWD,CrowdStrike Holdings Inc. Class A Common Stock
110,36680661997.0,PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock)
111,36111163206.0,DDOG,Datadog Inc. Class A Common Stock
112,36021389406.0,SGEN,Seagen Inc. Common Stock
113,35986433412.0,SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share
114,35771595465.0,DLR,Digital Realty Trust Inc. Common Stock
115,35491436902.0,MPLX,MPLX LP Common Units Representing Limited Partner Interests
116,35481996476.0,DD,DuPont de Nemours Inc. Common Stock
117,35142200000.0,PRU,Prudential Financial Inc. Common Stock
118,34371940000.0,GFS,GlobalFoundries Inc. Ordinary Shares
119,34010100000.0,DVN,Devon Energy Corporation Common Stock
120,33614719884.0,VRSK,Verisk Analytics Inc. Common Stock
121,33595546260.0,DLTR,Dollar Tree Inc. Common Stock
122,33491214080.0,CTSH,Cognizant Technology Solutions Corporation Class A Common Stock
123,33382987424.0,FAST,Fastenal Company Common Stock
124,33352933488.0,CSGP,CoStar Group Inc. Common Stock
125,32935534112.0,FERG,Ferguson plc Ordinary Shares
126,32277098612.0,VEEV,Veeva Systems Inc. Class A Common Stock
127,32216880889.0,VICI,VICI Properties Inc. Common Stock
128,31579311180.0,IMO,Imperial Oil Limited Common Stock
129,30424764000.0,ILMN,Illumina Inc. Common Stock
130,29950749786.0,ARES,Ares Management Corporation Class A Common Stock
131,29531183470.0,APTV,Aptiv PLC Ordinary Shares
132,29311464352.0,ANSS,ANSYS Inc. Common Stock
133,29221823587.0,ALGN,Align Technology Inc. Common Stock
134,29052705989.0,MDB,MongoDB Inc. Class A Common Stock
135,29018650386.0,KEYS,Keysight Technologies Inc. Common Stock
136,28813691157.0,MTD,Mettler-Toledo International Inc. Common Stock
137,28722894000.0,SPOT,Spotify Technology S.A. Ordinary Shares
138,28604610109.0,AWK,American Water Works Company Inc. Common Stock
139,28528865840.0,ARGX,argenx SE American Depositary Shares
140,28473482232.0,TROW,T. Rowe Price Group Inc. Common Stock
141,28440000000.0,NU,Nu Holdings Ltd. Class A Ordinary Shares
142,27812741587.0,RCL,Royal Caribbean Cruises Ltd. Common Stock
143,27733403602.0,MLM,Martin Marietta Materials Inc. Common Stock
144,27732693312.0,IT,Gartner Inc. Common Stock
145,27641800357.0,HUBS,HubSpot Inc. Common Stock
146,27105876875.0,FTV,Fortive Corporation Common Stock 
147,26725456671.0,SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077
148,26459014800.0,TEAM,Atlassian Corporation Class A Common Stock
149,26374457049.0,FANG,Diamondback Energy Inc. Common Stock
150,25994766495.0,ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031
151,25970152157.0,IR,Ingersoll Rand Inc. Common Stock
152,25964738081.0,ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028
153,25958534849.0,DKNG,DraftKings Inc. Class A Common Stock
154,25887575265.0,BNTX,BioNTech SE American Depositary Share
155,25871617650.0,MPWR,Monolithic Power Systems Inc. Common Stock
156,25670970273.0,TTWO,Take-Two Interactive Software Inc. Common Stock
157,25558403795.0,TCOM,Trip.com Group Limited American Depositary Shares
158,25553366124.0,DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078
159,25339617723.0,NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share
160,25305685169.0,RIVN,Rivian Automotive Inc. Class A Common Stock
161,25108062750.0,CDW,CDW Corporation Common Stock
162,24969699662.0,YUMC,Yum China Holdings Inc. Common Stock
163,24859941197.0,CQP,Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units
164,24816734127.0,ALNY,Alnylam Pharmaceuticals Inc. Common Stock
165,24660264356.0,TEF,Telefonica SA Common Stock
166,24542214269.0,TSCO,Tractor Supply Company Common Stock
167,24353048254.0,SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080
168,23952404124.0,EBAY,eBay Inc. Common Stock
169,23870664325.0,HEI,Heico Corporation Common Stock
170,23773806386.0,RBLX,Roblox Corporation Class A Common Stock
171,23713326340.0,SBAC,SBA Communications Corporation Class A Common Stock
172,23643824400.0,ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares)
173,23597989721.0,BGNE,BeiGene Ltd. American Depositary Shares
174,23429287067.0,SYM,Symbotic Inc. Class A Common Stock
175,22976400048.0,ZS,Zscaler Inc. Common Stock
176,22848462892.0,HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares
177,22819457234.0,ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.
178,22741208606.0,RYAN,Ryan Specialty Holdings Inc. Class A Common Stock
179,22707301820.0,BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares)
180,22291603079.0,HPE,Hewlett Packard Enterprise Company Common Stock
181,22263662510.0,FSLR,First Solar Inc. Common Stock
182,22215409185.0,PAYC,Paycom Software Inc. Common Stock
183,22214856172.0,NET,Cloudflare Inc. Class A Common Stock
184,22181131061.0,ULTA,Ulta Beauty Inc. Common Stock
185,22134929474.0,NOK,Nokia Corporation Sponsored American Depositary Shares
186,21918467972.0,WTW,Willis Towers Watson Public Limited Company Ordinary Shares
187,21744560610.0,ZM,Zoom Video Communications Inc. Class A Common Stock
188,21706088117.0,INVH,Invitation Homes Inc. Common Stock
189,21480700574.0,VRSN,VeriSign Inc. Common Stock
190,21398825767.0,RKT,Rocket Companies Inc. Class A Common Stock
191,21311485202.0,SQM,Sociedad Quimica y Minera S.A. Common Stock
192,21043724715.0,ENPH,Enphase Energy Inc. Common Stock
193,20635101208.0,CCL,Carnival Corporation Common Stock
194,20605777158.0,ICLR,ICON plc Ordinary Shares
195,20596449970.0,NVR,NVR Inc. Common Stock
196,20435636000.0,FTS,Fortis Inc. Common Shares
197,20341039014.0,XYL,Xylem Inc. Common Stock New
198,20212209120.0,BGR,BlackRock Energy and Resources Trust
199,20026200979.0,GRMN,Garmin Ltd. Common Stock (Switzerland)
200,19859276912.0,HOLX,Hologic Inc. Common Stock
201,19551770629.0,PODD,Insulet Corporation Common Stock
202,19452887646.0,PINS,Pinterest Inc. Class A Common Stock
203,19399248039.0,TW,Tradeweb Markets Inc. Class A Common Stock
204,19319101581.0,MKL,Markel Group Inc. Common Stock
205,19300592228.0,PFG,Principal Financial Group Inc Common Stock
206,19229000000.0,CNHI,CNH Industrial N.V. Common Shares
207,19020375946.0,EXR,Extra Space Storage Inc Common Stock
208,18960907529.0,RPRX,Royalty Pharma plc Class A Ordinary Shares 
209,18414502250.0,CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034
210,18411463060.0,BLDR,Builders FirstSource Inc. Common Stock
211,18374345576.0,EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share)
212,18342420188.0,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) 
213,18250337556.0,FLT,FleetCor Technologies Inc. Common Stock
214,18223921968.0,TRGP,Targa Resources Inc. Common Stock
215,17921786600.0,SYT,SYLA Technologies Co. Ltd. American Depositary Shares
216,17865644060.0,EXAS,Exact Sciences Corporation Common Stock
217,17848670881.0,KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)
218,17619074272.0,LPLA,LPL Financial Holdings Inc. Common Stock
219,17575118000.0,MOH,Molina Healthcare Inc Common Stock
220,17557401243.0,SMCI,Super Micro Computer Inc. Common Stock
221,17547388708.0,STLD,Steel Dynamics Inc.
222,17497014572.0,WLK,Westlake Corporation Common Stock
223,17420245643.0,OWL,Blue Owl Capital Inc. Class A Common Stock
224,17354531923.0,MAA,Mid-America Apartment Communities Inc. Common Stock
225,17331585713.0,SNAP,Snap Inc. Class A Common Stock
226,17296920000.0,SPLK,Splunk Inc. Common Stock
227,17187265604.0,U,Unity Software Inc. Common Stock
228,17030622768.0,RS,Reliance Steel & Aluminum Co. Common Stock (DE)
229,16870023585.0,WAT,Waters Corporation Common Stock
230,16801713141.0,IEX,IDEX Corporation Common Stock
231,16726838397.0,FDS,FactSet Research Systems Inc. Common Stock
232,16642705421.0,EDR,Endeavor Group Holdings Inc. Class A Common Stock
233,16624542340.0,HUBB,Hubbell Inc Common Stock
234,16521999878.0,NTAP,NetApp Inc. Common Stock
235,16469907700.0,WMG,Warner Music Group Corp. Class A Common Stock
236,16444479529.0,BMRN,BioMarin Pharmaceutical Inc. Common Stock
237,16361081274.0,SUI,Sun Communities Inc. Common Stock
238,16318609217.0,BG,Bunge Limited Bunge Limited
239,16242336820.0,ENTG,Entegris Inc. Common Stock
240,16194574459.0,AER,AerCap Holdings N.V. Ordinary Shares
241,15894305000.0,J,Jacobs Solutions Inc. Common Stock
242,15833346158.0,CF,CF Industries Holdings Inc. Common Stock
243,15821920351.0,BAH,Booz Allen Hamilton Holding Corporation Common Stock
244,15797823200.0,CHKP,Check Point Software Technologies Ltd. Ordinary Shares
245,15721408210.0,DT,Dynatrace Inc. Common Stock
246,15693963881.0,SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060
247,15636716993.0,BSY,Bentley Systems Incorporated Class B Common Stock
248,15627981626.0,CFG,Citizens Financial Group Inc. Common Stock
249,15445339478.0,AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079
250,15386928523.0,ZBRA,Zebra Technologies Corporation Class A Common Stock
251,15320958000.0,TRU,TransUnion Common Stock
252,15230938818.0,ESS,Essex Property Trust Inc. Common Stock
253,15028760520.0,POOL,Pool Corporation Common Stock
254,14988646146.0,VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share)
255,14869657042.0,LW,Lamb Weston Holdings Inc. Common Stock 
256,14858663147.0,HTHT,H World Group Limited American Depositary Shares
257,14797693680.0,XP,XP Inc. Class A Common Stock
258,14645604401.0,IOT,Samsara Inc. Class A Common Stock
259,14568444728.0,LKQ,LKQ Corporation Common Stock
260,14488438476.0,AGR,Avangrid Inc. Common Stock
261,14464952045.0,SYF,Synchrony Financial Common Stock
262,14453302215.0,JBL,Jabil Inc. Common Stock
263,14404408164.0,AKAM,Akamai Technologies Inc. Common Stock
264,14366289175.0,AVTR,Avantor Inc. Common Stock
265,14262302685.0,SSNC,SS&C Technologies Holdings Inc. Common Stock
266,14207476055.0,CHWY,Chewy Inc. Class A Common Stock
267,14068604588.0,DPZ,Domino's Pizza Inc Common Stock
268,13970927355.0,DECK,Deckers Outdoor Corporation Common Stock
269,13853348151.0,UGIC,UGI Corporation Corporate Units
270,13743436512.0,PKG,Packaging Corporation of America Common Stock
271,13706175804.0,CE,Celanese Corporation Celanese Corporation Common Stock
272,13494412105.0,AXON,Axon Enterprise Inc. Common Stock
273,13382292765.0,AMH,American Homes 4 Rent Common Shares of Beneficial Interest
274,13370388955.0,EPAM,EPAM Systems Inc. Common Stock
275,13341867906.0,SEDG,SolarEdge Technologies Inc. Common Stock
276,13243394941.0,BILL,BILL Holdings Inc. Common Stock
277,13232701315.0,H,Hyatt Hotels Corporation Class A Common Stock
278,13147922676.0,TRMB,Trimble Inc. Common Stock
279,13139376630.0,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland)
280,12904494943.0,LII,Lennox International Inc. Common Stock
281,12775414272.0,CG,The Carlyle Group Inc. Common Stock
282,12627643860.0,LEGN,Legend Biotech Corporation American Depositary Shares
283,12616311840.0,PCTY,Paylocity Holding Corporation Common Stock
284,12615756395.0,ROKU,Roku Inc. Class A Common Stock
285,12469215804.0,ACI,Albertsons Companies Inc. Class A Common Stock
286,12418786047.0,ETSY,Etsy Inc. Common Stock
287,12401691437.0,WYNN,Wynn Resorts Limited Common stock
288,12335505476.0,BIO,Bio-Rad Laboratories Inc. Class A Common Stock
289,12312001000.0,ZG,Zillow Group Inc. Class A Common Stock
290,12262871917.0,CRBG,Corebridge Financial Inc. Common Stock
291,12259083807.0,JKHY,Jack Henry & Associates Inc. Common Stock
292,12235629944.0,TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares
293,12109617940.0,FND,Floor & Decor Holdings Inc. Common Stock
294,12091504307.0,ACM,AECOM Common Stock
295,12011397683.0,OKTA,Okta Inc. Class A Common Stock
296,11992435871.0,FLEX,Flex Ltd. Ordinary Shares
297,11843103952.0,UHAL,U-Haul Holding Company Common Stock
298,11784209630.0,PEN,Penumbra Inc. Common Stock
299,11782655605.0,TWLO,Twilio Inc. Class A Common Stock
300,11690459737.0,CHRW,C.H. Robinson Worldwide Inc. Common Stock
301,11584784660.0,CPT,Camden Property Trust Common Stock
302,11581563228.0,DKS,Dick's Sporting Goods Inc Common Stock
303,11567101053.0,PSTG,Pure Storage Inc. Class A Common Stock
304,11563149586.0,MANH,Manhattan Associates Inc. Common Stock
305,11527353443.0,BURL,Burlington Stores Inc. Common Stock
306,11524870915.0,GDDY,GoDaddy Inc. Class A Common Stock
307,11514967395.0,FIVE,Five Below Inc. Common Stock
308,11494630415.0,HOOD,Robinhood Markets Inc. Class A Common Stock
309,11485365721.0,UTHR,United Therapeutics Corporation Common Stock
310,11458443384.0,TOST,Toast Inc. Class A Common Stock
311,11393574934.0,APP,Applovin Corporation Class A Common Stock
312,11346571511.0,LOGI,Logitech International S.A. Ordinary Shares
313,11228366293.0,REXR,Rexford Industrial Realty Inc. Common Stock
314,11146717612.0,CDAY,Ceridian HCM Holding Inc. Common Stock
315,11131196360.0,DAR,Darling Ingredients Inc. Common Stock
316,11093115379.0,REG,Regency Centers Corporation Common Stock
317,10896756439.0,ARCC,Ares Capital Corporation Common Stock
318,10859247248.0,WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests
319,10773496830.0,CRL,Charles River Laboratories International Inc. Common Stock
320,10722124452.0,VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares
321,10697332910.0,DOCU,DocuSign Inc. Common Stock
322,10629067844.0,FNF,FNF Group of Fidelity National Financial Inc. Common Stock
323,10505133392.0,ARMK,Aramark Common Stock
324,10437025103.0,HSIC,Henry Schein Inc. Common Stock
325,10368010341.0,ZI,ZoomInfo Technologies Inc Common Stock
326,10360289190.0,PCOR,Procore Technologies Inc. Common Stock
327,10343300434.0,BXP,Boston Properties Inc. Common Stock
328,10294268688.0,PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests
329,10216505808.0,COTY,Coty Inc. Class A Common Stock
330,10209452123.0,MKTX,MarketAxess Holdings Inc. Common Stock
331,10205345974.0,EQH,Equitable Holdings Inc. Common Stock
332,10201747779.0,CFLT,Confluent Inc. Class A Common Stock
333,10096256076.0,XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares
334,10093824040.0,ALLE,Allegion plc Ordinary Shares
335,10025814605.0,NBIX,Neurocrine Biosciences Inc. Common Stock
336,10022882161.0,MORN,Morningstar Inc. Common Stock
337,9993045371.0,LAMR,Lamar Advertising Company Class A Common Stock
338,9960309329.0,BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units
339,9941223250.0,USFD,US Foods Holding Corp. Common Stock
340,9854156207.0,VRT,Vertiv Holdings LLC Class A Common Stock
341,9834889660.0,KEP,Korea Electric Power Corporation Common Stock
342,9781057721.0,PATH,UiPath Inc. Class A Common Stock
343,9748924151.0,ALGM,Allegro MicroSystems Inc. Common Stock
344,9721381100.0,KNX,Knight-Swift Transportation Holdings Inc.
345,9700563328.0,RGEN,Repligen Corporation Common Stock
346,9647491606.0,WMS,Advanced Drainage Systems Inc. Common Stock
347,9630495920.0,SWAV,ShockWave Medical Inc. Common Stock
348,9521677236.0,EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)
349,9434823444.0,FFIV,F5 Inc. Common Stock
350,9398750000.0,PRH,Prudential Financial Inc. 5.950% Junior Subordinated Notes due 2062
351,9370016180.0,CASY,Casey's General Stores Inc. Common Stock
352,9327377494.0,CGNX,Cognex Corporation Common Stock
353,9322782715.0,GNRC,Generac Holdlings Inc. Common Stock
354,9311643688.0,DBX,Dropbox Inc. Class A Common Stock
355,9140318412.0,CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078
356,9121526638.0,CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079
357,9104460068.0,SNX,TD SYNNEX Corporation Common Stock
358,9073499377.0,TTEK,Tetra Tech Inc. Common Stock
359,9054237468.0,TPG,TPG Inc. Class A Common Stock
360,9038842837.0,CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078
361,9031196261.0,MTN,Vail Resorts Inc. Common Stock
362,9009577479.0,ALLY,Ally Financial Inc. Common Stock
363,8986300000.0,PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058
364,8967033660.0,CET,Central Securities Corporation Common Stock
365,8959393169.0,IBKR,Interactive Brokers Group Inc. Class A Common Stock
366,8885589889.0,JNPR,Juniper Networks Inc. Common Stock
367,8872413265.0,BJ,BJ's Wholesale Club Holdings Inc. Common Stock
368,8815140112.0,NVT,nVent Electric plc Ordinary Shares 
369,8792677295.0,WCC,WESCO International Inc. Common Stock
370,8721636441.0,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS
371,8717964585.0,XRAY,DENTSPLY SIRONA Inc. Common Stock
372,8708203764.0,BLD,TopBuild Corp. Common Stock
373,8682141966.0,SKX,Skechers U.S.A. Inc. Common Stock
374,8676759471.0,CTLT,Catalent Inc. Common Stock
375,8639852523.0,COLD,Americold Realty Trust Inc. Common Stock
376,8630100000.0,ICL,ICL Group Ltd. Ordinary Shares
377,8556440200.0,MNDY,monday.com Ltd. Ordinary Shares
378,8540600798.0,RH,RH Common Stock
379,8445606634.0,DLB,Dolby Laboratories Common Stock
380,8421974877.0,INSP,Inspire Medical Systems Inc. Common Stock
381,8388952055.0,SEIC,SEI Investments Company Common Stock
382,8379649964.0,KBR,KBR Inc. Common Stock
383,8375666950.0,JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland)
384,8350876309.0,RL,Ralph Lauren Corporation Common Stock
385,8339330647.0,CVNA,Carvana Co. Class A Common Stock
386,8207379669.0,W,Wayfair Inc. Class A Common Stock
387,8199149747.0,FUTU,Futu Holdings Limited American Depositary Shares
388,8167942935.0,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
389,8151008000.0,ITT,ITT Inc. Common Stock 
390,8134885734.0,BZ,KANZHUN LIMITED American Depository Shares
391,8120226304.0,DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077
392,8049562386.0,YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares)
393,8014239624.0,AR,Antero Resources Corporation Common Stock
394,7913516316.0,TPX,Tempur Sealy International Inc. Common Stock
395,7893224812.0,GXO,GXO Logistics Inc. Common Stock 
396,7827898880.0,AGL,agilon health inc. Common Stock
397,7787700188.0,MEDP,Medpace Holdings Inc. Common Stock
398,7781376000.0,BERY,Berry Global Group Inc. Common Stock
399,7734734712.0,NATI,National Instruments Corporation Common Stock
400,7655890271.0,SITE,SiteOne Landscape Supply Inc. Common Stock
401,7643368048.0,PRI,Primerica Inc. Common Stock
402,7603145274.0,SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079
403,7595880508.0,KRTX,Karuna Therapeutics Inc. Common Stock
404,7471721802.0,CNM,Core & Main Inc. Class A Common Stock
405,7382131313.0,OHI,Omega Healthcare Investors Inc. Common Stock
406,7366800852.0,BILI,Bilibili Inc. American Depositary Shares
407,7343904308.0,TXRH,Texas Roadhouse Inc. Common Stock
408,7341453600.0,GLOB,Globant S.A. Common Shares
409,7335877298.0,VOYA,Voya Financial Inc. Common Stock
410,7331344000.0,GTLB,GitLab Inc. Class A Common Stock
411,7317490585.0,GTLS,Chart Industries Inc. Common Stock
412,7309646458.0,TXG,10x Genomics Inc. Class A Common Stock
413,7306638791.0,LSTR,Landstar System Inc. Common Stock
414,7275877712.0,AMKR,Amkor Technology Inc. Common Stock
415,7270800000.0,PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060
416,7233578491.0,MKSI,MKS Instruments Inc. Common Stock
417,7169794200.0,GLBE,Global-E Online Ltd. Ordinary Shares
418,7166582586.0,AXTA,Axalta Coating Systems Ltd. Common Shares
419,7157281251.0,DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080
420,7122365808.0,PLUG,Plug Power Inc. Common Stock
421,7116835283.0,DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures
422,7083508801.0,AIZ,Assurant Inc. Common Stock
