,Unnamed: 0,companies,companies_list
540,540,barbeque-nation-hospitality-BARBE,barbeque nation hospitality
541,541,baroda-extrusion-BARO,baroda extrusion
542,542,baroda-rayon-corporation-BAROD,baroda rayon corporation
543,543,baron-infotech-BAR,baron infotech
544,544,bartronics-india-BARI,bartronics india
545,545,basant-agro-tech-india-BAS,basant agro tech india
546,546,bata-india-BATA,bata india
547,547,batliboi-BAT,batliboi
548,548,bayer-cropscience-BAYE,bayer cropscience
549,549,bazel-international-BAZ,bazel international
550,550,beardsell-BRED,beardsell
551,551,bedmutha-industries-BMIL,bedmutha industries
552,552,beekay-niryat-BNL,beekay niryat
553,553,beekay-steel-industries-BEEK,beekay steel industries
554,554,beeyu-overseas-BEE,beeyu overseas
555,555,bella-casa-fashion-and-retail-BEL,bella casa fashion and retail
556,556,bemco-hydraulics-BEM,bemco hydraulics
557,557,benara-bearings-and-pistons-BEN,benara bearings and pistons
558,558,benares-hotels-BENA,benares hotels
559,559,bengal-and-assam-company-BENG,bengal and assam company
560,560,bengal-steel-industries-BENGA,bengal steel industries
561,561,bengal-tea-and-fabrics-BENGL,bengal tea and fabrics
562,562,bentley-commercial-enterprises-BENT,bentley commercial enterprises
563,563,berger-paints-india-BRGR,berger paints india
564,564,bervin-investments-and-leasing-BERV,bervin investments and leasing
565,565,beryl-drugs-BERL,beryl drugs
566,566,beryl-securities-BER,beryl securities
567,567,best-agrolife-BES,best agrolife
568,568,best-eastern-hotels-BEST,best eastern hotels
569,569,beta-drugs-BTAD,beta drugs
570,570,betex-india-BETX,betex india
571,571,bhagawati-oxygen-BHAGW,bhagawati oxygen
572,572,bhageria-industries-BHAE,bhageria industries
573,573,bhagiradha-chemicals-and-industries-BHAG,bhagiradha chemicals and industries
574,574,bhagwati-autocast-BGW,bhagwati autocast
575,575,bhagyanagar-india-BHIL,bhagyanagar india
576,576,bhagyanagar-properties-BHAY,bhagyanagar properties
577,577,bhakti-gems-and-jewellery-BGJ,bhakti gems and jewellery
578,578,bhandari-hosiery-exports-BHEX,bhandari hosiery exports
579,579,bhanderi-infracon-BHAND,bhanderi infracon
580,580,bhansali-engg-polymers-BHAN,bhansali engg polymers
581,581,bharat-22-etf-ICPR,bharat 22 etf
582,582,bharat-agri-fert-and-realty-BHARG,bharat agri fert and realty
583,583,bharat-bhushan-finance-and-commodity-brokers-BHARA,bharat bhushan finance and commodity brokers
584,584,bharat-bijlee-BBJL,bharat bijlee
585,585,bharat-dynamics-BARA,bharat dynamics
586,586,bharat-electronics-BAJE,bharat electronics
587,587,bharat-forge-BFRG,bharat forge
588,588,bharat-gears-BGRS,bharat gears
589,589,bharat-heavy-electricals-BHEL,bharat heavy electricals
590,590,bharat-immunological-and-biological-corporation-BIB,bharat immunological and biological corporation
591,591,bharat-parenterals-BPLP,bharat parenterals
592,592,bharat-petroleum-corporation-BPCL,bharat petroleum corporation
593,593,bharat-rasayan-BRSN,bharat rasayan
594,594,bharat-road-network-BHRN,bharat road network
595,595,bharat-seats-BHARS,bharat seats
596,596,bharat-textiles-and-proofing-industries-BHAT,bharat textiles and proofing industries
597,597,bharat-wire-ropes-BHWR,bharat wire ropes
598,598,bharatiya-global-infomedia-BHRT,bharatiya global infomedia
599,599,bharti-airtel-BRTI,bharti airtel
600,600,bharti-airtel-partly-paidup-AIR,bharti airtel partly paidup
601,601,bhartiya-international-BHAI,bhartiya international
602,602,bhaskar-agrochemicals-BHAS,bhaskar agrochemicals
603,603,bhatia-colour-chem-BCCL,bhatia colour chem
604,604,bhatia-communications-and-retail-india-BHA,bhatia communications and retail india
605,605,bheema-cements-BHE,bheema cements
606,606,bhilwara-spinners-BHI,bhilwara spinners
607,607,bhilwara-technical-textiles-BTT,bhilwara technical textiles
608,608,aarv-infratel-AARV,aarv infratel
609,609,bigbloc-construction-BIGB,bigbloc construction
610,610,bihar-sponge-iron-BIH,bihar sponge iron
611,611,bijoy-hans-BIJ,bijoy hans
612,612,bikaji-foods-international-BIK,bikaji foods international
613,613,bil-energy-systems-BILE,bil energy systems
614,614,bilcare-BI,bilcare
615,615,billwin-industries-BIL,billwin industries
616,616,bimetal-bearings-BIM,bimetal bearings
617,617,binani-industries-BINZ,binani industries
618,618,binayaka-tex-processors-ZBI,binayaka tex processors
619,619,bindal-exports-BIN,bindal exports
620,620,binny-BINNY,binny
621,621,binny-mills-BINN,binny mills
622,622,biocon-BION,biocon
623,623,biofil-chemicals-and-pharmaceuticals-BIOF,biofil chemicals and pharmaceuticals
624,624,sun-techno-overseas-SUNTE,sun techno overseas
625,625,birla-cable-BRLE,birla cable
626,626,birla-corporation-BRLC,birla corporation
627,627,birla-precision-technologies-BIRLA,birla precision technologies
628,628,birla-tyres-BIRT,birla tyres
629,629,birlasoft-BIRS,birlasoft
630,630,bisil-plast-BIS,bisil plast
631,631,agc-networks-AGCN,agc networks
632,632,black-rose-industries-BLAC,black rose industries
633,633,bliss-gvs-pharma-BLIS,bliss gvs pharma
634,634,bloom-dekor-BLO,bloom dekor
635,635,bloom-industries-BLOI,bloom industries
636,636,bls-international-services-BLSN,bls international services
637,637,blue-chip-india-BLCI,blue chip india
638,638,bluechip-tex-industries-BLUEC,bluechip tex industries
639,639,blue-cloud-softech-solutions-BLUE,blue cloud softech solutions
640,640,blue-coast-hotels-BCHO,blue coast hotels
641,641,blue-dart-express-BLDT,blue dart express
642,642,blue-pearl-texspin-BPT,blue pearl texspin
643,643,blue-star-BLUS,blue star
644,644,blueblood-ventures-BVL,blueblood ventures
645,645,bodal-chemicals-BODA,bodal chemicals
646,646,bodhi-tree-multimedia-BTM,bodhi tree multimedia
647,647,bodhtree-consulting-BOD,bodhtree consulting
648,648,bohra-industries-BOHA,bohra industries
649,649,bombay-burmah-trading-corporation-BBRM,bombay burmah trading corporation
650,650,bombay-cycle-and-motor-agency-BOMBC,bombay cycle and motor agency
651,651,bombay-dyeing-and-mfg-co-BDYN,bombay dyeing and mfg co
652,652,bombay-metrics-supply-chain-BME,bombay metrics supply chain
653,653,bombay-oxygen-investments-BOMO,bombay oxygen investments
654,654,bombay-potteries-and-tiles-BOM,bombay potteries and tiles
655,655,bombay-rayon-fashions-BRFL,bombay rayon fashions
656,656,bombay-super-hybrid-seeds-BOBA,bombay super hybrid seeds
657,657,bombay-talkies-WHIT,bombay talkies
658,658,bombay-wire-ropes-BOMB,bombay wire ropes
659,659,bonlon-industries-BON,bonlon industries
660,660,borosil-BORS,borosil
661,661,borosil-renewables-BORO,borosil renewables
662,662,bosch-BOSH,bosch
663,663,bothra-metals-and-alloys-BMA,bothra metals and alloys
664,664,brady-and-morris-engineering-company-BRAD,brady and morris engineering company
665,665,brahmaputra-infrastructure-BRA,brahmaputra infrastructure
666,666,brand-concepts-BRAN,brand concepts
667,667,brandbucket-media-and-technology-BRANB,brandbucket media and technology
668,668,brawn-biotech-BRAW,brawn biotech
669,669,bridge-securities-BRID,bridge securities
670,670,brigade-enterprises-BRIG,brigade enterprises
671,671,bright-brothers-BRIGH,bright brothers
672,672,bright-outdoor-media-BRIGT,bright outdoor media
673,673,bright-solar-BRGH,bright solar
674,674,brightcom-group-BRIH,brightcom group
675,675,brijlaxmi-leasing-and-finance-BRIJ,brijlaxmi leasing and finance
676,676,brilliant-portfolios-BRI,brilliant portfolios
677,677,britannia-industries-BRIT,britannia industries
678,678,bronze-infra-tech-BIT,bronze infra tech
679,679,brookfield-india-real-estate-trust-BIRE,brookfield india real estate trust
680,680,brooks-laboratories-BROO,brooks laboratories
681,681,burnpur-cement-BRCL,burnpur cement
682,682,butterfly-gandhimathi-appliances-BUTT,butterfly gandhimathi appliances
683,683,byke-hospitality-TBKH,byke hospitality
684,684,c-and-c-constructions-CCCL,c and c constructions
685,685,c-j-gelatine-products-CJG,c j gelatine products
686,686,captain-pipes-CAP,captain pipes
687,687,care-ratings-CREI,care ratings
688,688,ccl-international-CCL,ccl international
689,689,ccl-products-india-CCLP,ccl products india
690,690,cdg-petchem-CDG,cdg petchem
691,691,ce-info-systems-MAPM,ce info systems
692,692,ceat-CEAT,ceat
693,693,ces-CES,ces
694,694,cesc-CESC,cesc
695,695,cg-power-and-industrial-solutions-CGPO,cg power and industrial solutions
696,696,cg-vak-software-and-exports-CGV,cg vak software and exports
697,697,chd-chemicals-CHD,chd chemicals
698,698,chl-CHLL,chl
699,699,cil-nova-petrochemicals-CNPL,cil nova petrochemicals
700,700,cil-securities-CILS,cil securities
701,701,ckp-leisure-CKPL,ckp leisure
702,702,cl-educate-CARU,cl educate
703,703,cmi-CMI,cmi
704,704,cmm-infraprojects-CMMN,cmm infraprojects
705,705,cms-info-systems-CMS,cms info systems
706,706,cni-research-CNI,cni research
707,707,cosco-india-COSC,cosco india
708,708,cosyn-COSY,cosyn
709,709,cpse-etf-GOMS,cpse etf
710,710,crisil-CRSL,crisil
711,711,csb-bank-CSBB,csb bank
712,712,csl-finance-CSLF,csl finance
713,713,cwd-CWD,cwd
714,714,cadsys--india--CADS,cadsys  india
715,715,calcom-vision-CALC,calcom vision
716,716,california-software-company-CALI,california software company
717,717,cambridge-technology-enterprises-CATE,cambridge technology enterprises
718,718,camex-CAME,camex
719,719,camlin-fine-sciences-CAMF,camlin fine sciences
720,720,campus-activewear-CAMP,campus activewear
721,721,can-fin-homes-CNFH,can fin homes
722,722,canara-bank-CNBK,canara bank
723,723,chandni-textiles-engineering-industries-CHANN,chandni textiles engineering industries
724,724,canopy-finance-CAN,canopy finance
725,725,cantabil-retail-india-CRIL,cantabil retail india
726,726,capacite-infraprojects-CAPE,capacite infraprojects
727,727,capfin-india-CAPF,capfin india
728,728,capital-india-finance-CIF,capital india finance
729,729,capital-trade-links-CTL,capital trade links
730,730,capital-trust-CAPT,capital trust
731,731,caplin-point-laboratories-CAPL,caplin point laboratories
732,732,capri-global-capital-CAPG,capri global capital
733,733,capricorn-systems-global-solutions-CAPR,capricorn systems global solutions
734,734,caprihans-india-CAPRI,caprihans india
735,735,caprolactam-chemicals-CAPRO,caprolactam chemicals
736,736,captain-polyplast-CPL,captain polyplast
737,737,captain-technocast-CTC,captain technocast
738,738,carborundum-universal-CRBR,carborundum universal
739,739,career-point-CARP,career point
740,740,cargosol-logistics-CARGO,cargosol logistics
741,741,cargotrans-maritime-CARG,cargotrans maritime
742,742,carnation-industries-CAR,carnation industries
743,743,cartrade-tech-CART,cartrade tech
744,744,acrysil-ACR,acrysil
745,745,intellivate-capital-advisors-INT,intellivate capital advisors
746,746,castex-technologies-CASE,castex technologies
747,747,castrol-india-CAST,castrol india
748,748,catvision-CATV,catvision
749,749,ceejay-finance-CEEJ,ceejay finance
750,750,ceenik-exports-india-CEE,ceenik exports india
751,751,ceeta-industries-CEET,ceeta industries
752,752,ceinsys-tech-CEI,ceinsys tech
753,753,celebrity-fashions-CELF,celebrity fashions
754,754,cella-space-CEL,cella space
755,755,cenlub-industries-CENL,cenlub industries
756,756,centenial-surgical-suture-CSU,centenial surgical suture
757,757,central-bank-of-india-CBI,central bank of india
758,758,central-depository-services-india-CENA,central depository services india
759,759,centrum-capital-CENC,centrum capital
760,760,centum-electronics-CENT,centum electronics
761,761,century-enka-CNTE,century enka
762,762,century-extrusions-CNTX,century extrusions
763,763,century-plyboards-india-CNTP,century plyboards india
764,764,century-textile-and-industries-CNTY,century textile and industries
765,765,cera-sanitaryware-CERA,cera sanitaryware
766,766,cerebra-integrated-technologies-CEIT,cerebra integrated technologies
767,767,chadha-papers-CHAD,chadha papers
768,768,chalet-hotels-CHAL,chalet hotels
769,769,chamak-holdings-CHAM,chamak holdings
770,770,chamanlal-setia-exports-CHAMA,chamanlal setia exports
771,771,chaman-metallics-CMN,chaman metallics
772,772,chambal-breweries-and-distilleries-CHM,chambal breweries and distilleries
773,773,chambal-fertilisers-and-chemicals-CHMB,chambal fertilisers and chemicals
774,774,chandni-machines-CHA,chandni machines
775,775,chandra-bhagat-pharma-CBP,chandra bhagat pharma
776,776,chandra-prabhu-international-CHAND,chandra prabhu international
777,777,chandrima-mercantiles-CHAN,chandrima mercantiles
778,778,channel-nine-entertainment-CNE,channel nine entertainment
779,779,charms-industries-CHAR,charms industries
780,780,chartered-capital-and-investment-CHR,chartered capital and investment
781,781,chartered-logistics-CHL,chartered logistics
782,782,chase-bright-steel-CHAS,chase bright steel
783,783,chembond-chemicals-CHEM,chembond chemicals
784,784,chemcon-speciality-chemicals-CHEMC,chemcon speciality chemicals
785,785,chemcrux-enterprises-CHE,chemcrux enterprises
786,786,chemfab-alkalis-CHMF,chemfab alkalis
787,787,chemiesynth-vapi-CHEMI,chemiesynth vapi
788,788,chemo-pharma-laboratories-CHEMO,chemo pharma laboratories
789,789,chemplast-sanmar-CHEMP,chemplast sanmar
790,790,chemtech-industrial-valves-CHEMT,chemtech industrial valves
791,791,chennai-ferrous-industries-CHEN,chennai ferrous industries
792,792,chennai-meenakshi-multispeciality-hospital-CMM,chennai meenakshi multispeciality hospital
793,793,chennai-petroleum-corporation-CHPC,chennai petroleum corporation
794,794,cheviot-company-CHEV,cheviot company
795,795,chitradurga-spintex-CHIT,chitradurga spintex
796,796,choice-international-CHOI,choice international
797,797,choksi-imaging-CHOK,choksi imaging
798,798,choksi-laboratories-CHOKS,choksi laboratories
799,799,cholamandalam-financial-holdings-CHOL,cholamandalam financial holdings
800,800,cholamandalam-investment-and-finance-company-CHLA,cholamandalam investment and finance company
801,801,chordia-food-products-CHOR,chordia food products
802,802,chothani-foods-CHO,chothani foods
803,803,chowgule-steamships-CHOW,chowgule steamships
804,804,cian-agro-industries-and-infrastructure-CIA,cian agro industries and infrastructure
805,805,cian-healthcare-CHC,cian healthcare
806,806,cigniti-technologies-CIGN,cigniti technologies
807,807,cimmco-CIMM,cimmco
808,808,cindrella-financial-services-CIN,cindrella financial services
809,809,cindrella-hotels-CIND,cindrella hotels
810,810,cineline-india-CIIN,cineline india
811,811,cinerad-communications-CINER,cinerad communications
812,812,cinevista-CINE,cinevista
813,813,cipla-CIPL,cipla
814,814,cistro-telelink-CIS,cistro telelink
815,815,citadel-realty-and-developers-CITA,citadel realty and developers
816,816,citiport-financial-services-CITI,citiport financial services
817,817,citizen-infoline-CIL,citizen infoline
818,818,city-online-services-CITYO,city online services
819,819,city-pulse-multiplex-CPM,city pulse multiplex
820,820,city-union-bank-CTBK,city union bank
821,821,cityman-CITYM,cityman
822,822,clara-industries-CLAR,clara industries
823,823,classic-electricals-CLA,classic electricals
824,824,classic-filament-CFL,classic filament
825,825,classic-global-finance-and-capital-CCF,classic global finance and capital
826,826,classic-leasing-and-finance-CLF,classic leasing and finance
827,827,clean-science-and-technology-CLE,clean science and technology
828,828,clio-infotech-CLI,clio infotech
829,829,coal-india-COAL,coal india
830,830,coastal-corporation-partly-paidup-COAS,coastal corporation partly paidup
831,831,coastal-corporation-COA,coastal corporation
832,832,coastal-roadways-COAR,coastal roadways
833,833,cochin-minerals-and-rutile-COC,cochin minerals and rutile
834,834,cochin-shipyard-COCH,cochin shipyard
835,835,coffee-day-enterprises-CODE,coffee day enterprises
836,836,coforge-COFO,coforge
837,837,colgate-palmolive-india-COLG,colgate palmolive india
838,838,colinz-laboratories-COLI,colinz laboratories
839,839,colorchips-new-media-COL,colorchips new media
840,840,comfort-commotrade-COM,comfort commotrade
841,841,comfort-fincap-COMF,comfort fincap
842,842,comfort-intech-COMFI,comfort intech
843,843,command-polymers-COMMA,command polymers
844,844,commercial-syn-bags-COMS,commercial syn bags
845,845,competent-automobiles-COMP,competent automobiles
846,846,compuage-infocom-COMI,compuage infocom
847,847,compucom-software-CMPU,compucom software
848,848,computer-age-management-services-CAMC,computer age management services
849,849,computer-point-COMPU,computer point
850,850,conart-engineers-CONA,conart engineers
851,851,concord-control-systems-CNC,concord control systems
852,852,concord-drugs-CONC,concord drugs
853,853,concrete-credit-CON,concrete credit
854,854,confidence-finance-and-trading-CONFI,confidence finance and trading
855,855,confidence-futuristic-energetech-CFE,confidence futuristic energetech
856,856,confidence-petroleum-india-CONF,confidence petroleum india
857,857,consecutive-investments-and-trading-co-CIT,consecutive investments and trading co
858,858,consolidated-construction-consortium-CCON,consolidated construction consortium
859,859,consolidated-finvest-and-holdings-CONS,consolidated finvest and holdings
860,860,invicta-meditek-CONST,invicta meditek
861,861,containe-technologies-CONTN,containe technologies
862,862,container-corporation-of-india-CCRI,container corporation of india
